source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]
PXD026971-20181102_038_S187295_Fa5b_1to20	Filifactor alocis	not available	12	not available	not available	not available	20181102_038_S187295_Fa5b_1to20	proteomic profiling by mass spectrometry	1	20181102_038_S187295_Fa5b_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_054_F2_1to20	Filifactor alocis	not available	13	not available	not available	not available	20181102_054_F2_1to20	proteomic profiling by mass spectrometry	1	20181102_054_F2_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_004_S180926_Fa8_1to20_181104052411	Filifactor alocis	not available	14	not available	not available	not available	20181102_004_S180926_Fa8_1to20_181104052411	proteomic profiling by mass spectrometry	1	20181102_004_S180926_Fa8_1to20_181104052411.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_024_S187286_Fa6a_1to20	Filifactor alocis	not available	15	not available	not available	not available	20181102_024_S187286_Fa6a_1to20	proteomic profiling by mass spectrometry	1	20181102_024_S187286_Fa6a_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_033_S187283_Fa3a_1to20	Filifactor alocis	not available	16	not available	not available	not available	20181102_033_S187283_Fa3a_1to20	proteomic profiling by mass spectrometry	1	20181102_033_S187283_Fa3a_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_012_S187288_Fa9a_1to20	Filifactor alocis	not available	17	not available	not available	not available	20181102_012_S187288_Fa9a_1to20	proteomic profiling by mass spectrometry	1	20181102_012_S187288_Fa9a_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_008_S187289_Fa10a_1to20	Filifactor alocis	not available	18	not available	not available	not available	20181102_008_S187289_Fa10a_1to20	proteomic profiling by mass spectrometry	1	20181102_008_S187289_Fa10a_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_005_S180951_Fa10_1to20	Filifactor alocis	not available	19	not available	not available	not available	20181102_005_S180951_Fa10_1to20	proteomic profiling by mass spectrometry	1	20181102_005_S180951_Fa10_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_007_S180922_Fa4_1to20	Filifactor alocis	not available	20	not available	not available	not available	20181102_007_S180922_Fa4_1to20	proteomic profiling by mass spectrometry	1	20181102_007_S180922_Fa4_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_020_S180921_Fa9_1to20	Filifactor alocis	not available	21	not available	not available	not available	20181102_020_S180921_Fa9_1to20	proteomic profiling by mass spectrometry	1	20181102_020_S180921_Fa9_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_034_S187297_Fa8b_1to5	Filifactor alocis	not available	22	not available	not available	not available	20181102_034_S187297_Fa8b_1to5	proteomic profiling by mass spectrometry	1	20181102_034_S187297_Fa8b_1to5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_047_S180924_Fa6_1to20	Filifactor alocis	not available	23	not available	not available	not available	20181102_047_S180924_Fa6_1to20	proteomic profiling by mass spectrometry	1	20181102_047_S180924_Fa6_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_015_S187298_Fa9b_1to20	Filifactor alocis	not available	24	not available	not available	not available	20181102_015_S187298_Fa9b_1to20	proteomic profiling by mass spectrometry	1	20181102_015_S187298_Fa9b_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_018_S187296_Fa6b_1to20	Filifactor alocis	not available	25	not available	not available	not available	20181102_018_S187296_Fa6b_1to20	proteomic profiling by mass spectrometry	1	20181102_018_S187296_Fa6b_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_013_S180923_Fa5_1to20	Filifactor alocis	not available	26	not available	not available	not available	20181102_013_S180923_Fa5_1to20	proteomic profiling by mass spectrometry	1	20181102_013_S180923_Fa5_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_048_S187280_Fa3_1to20	Filifactor alocis	not available	27	not available	not available	not available	20181102_048_S187280_Fa3_1to20	proteomic profiling by mass spectrometry	1	20181102_048_S187280_Fa3_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_042_S187287_Fa8a_1_1to20	Filifactor alocis	not available	28	not available	not available	not available	20181102_042_S187287_Fa8a_1_1to20	proteomic profiling by mass spectrometry	1	20181102_042_S187287_Fa8a_1_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_043_S187282_Fa2a_1to20	Filifactor alocis	not available	29	not available	not available	not available	20181102_043_S187282_Fa2a_1to20	proteomic profiling by mass spectrometry	1	20181102_043_S187282_Fa2a_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_022a_S180952_Famix_1to20_1to5	Filifactor alocis	not available	30	not available	not available	not available	20181102_022a_S180952_Famix_1to20_1to5	proteomic profiling by mass spectrometry	1	20181102_022a_S180952_Famix_1to20_1to5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_023_S187300_Fa12b_1to20	Filifactor alocis	not available	31	not available	not available	not available	20181102_023_S187300_Fa12b_1to20	proteomic profiling by mass spectrometry	1	20181102_023_S187300_Fa12b_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
