source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]
PXD026971-20181102_040_S187294_Fa4b_1to20	Filifactor alocis	not available	1	not available	not available	not available	20181102_040_S187294_Fa4b_1to20	proteomic profiling by mass spectrometry	1	20181102_040_S187294_Fa4b_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_039_S187290_Fa12a_1to20	Filifactor alocis	not available	2	not available	not available	not available	20181102_039_S187290_Fa12a_1to20	proteomic profiling by mass spectrometry	1	20181102_039_S187290_Fa12a_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_002_S187281_Fa1a_1to20	Filifactor alocis	not available	3	not available	not available	not available	20181102_002_S187281_Fa1a_1to20	proteomic profiling by mass spectrometry	1	20181102_002_S187281_Fa1a_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_022_S187291_Fa1b_1to20	Filifactor alocis	not available	4	not available	not available	not available	20181102_022_S187291_Fa1b_1to20	proteomic profiling by mass spectrometry	1	20181102_022_S187291_Fa1b_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_028_S187284_Fa4a_1to20	Filifactor alocis	not available	5	not available	not available	not available	20181102_028_S187284_Fa4a_1to20	proteomic profiling by mass spectrometry	1	20181102_028_S187284_Fa4a_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_035_S187285_Fa5a_1to20	Filifactor alocis	not available	6	not available	not available	not available	20181102_035_S187285_Fa5a_1to20	proteomic profiling by mass spectrometry	1	20181102_035_S187285_Fa5a_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_003_S187292_Fa2b_1to20	Filifactor alocis	not available	7	not available	not available	not available	20181102_003_S187292_Fa2b_1to20	proteomic profiling by mass spectrometry	1	20181102_003_S187292_Fa2b_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_045_S180920_Fa12_1to5	Filifactor alocis	not available	8	not available	not available	not available	20181102_045_S180920_Fa12_1to5	proteomic profiling by mass spectrometry	1	20181102_045_S180920_Fa12_1to5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_029_S187293_Fa3b_1to20	Filifactor alocis	not available	9	not available	not available	not available	20181102_029_S187293_Fa3b_1to20	proteomic profiling by mass spectrometry	1	20181102_029_S187293_Fa3b_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_025_S180919_Fa1_1to20	Filifactor alocis	not available	10	not available	not available	not available	20181102_025_S180919_Fa1_1to20	proteomic profiling by mass spectrometry	1	20181102_025_S180919_Fa1_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
PXD026971-20181102_037_S187299_Fa10b_1to20	Filifactor alocis	not available	11	not available	not available	not available	20181102_037_S187299_Fa10b_1to20	proteomic profiling by mass spectrometry	1	20181102_037_S187299_Fa10b_1to20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Fusion;AC=MS:1002416	not applicable	label free sample	1
