source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[treatment]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	factor value[treatment]
PXD004304-THP-oxysterol-Control2	Homo sapiens	cell culture	1	not available	control	THP-1	CVCL_0006	THP-1	THP-oxysterol-Control2	proteomic profiling by mass spectrometry	1	THP-oxysterol-Control2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Velos Pro;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	label free sample	1	control
PXD004304-THP-oxysterol-Control1	Homo sapiens	cell culture	2	not available	control	THP-1	CVCL_0006	THP-1	THP-oxysterol-Control1	proteomic profiling by mass spectrometry	1	THP-oxysterol-Control1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Velos Pro;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	label free sample	1	control
PXD004304-THP-oxysterol-Control3	Homo sapiens	cell culture	3	not available	control	THP-1	CVCL_0006	THP-1	THP-oxysterol-Control3	proteomic profiling by mass spectrometry	1	THP-oxysterol-Control3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Velos Pro;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	label free sample	1	control
PXD004304-THP-oxysterol-2mix3	Homo sapiens	cell culture	4	not available	mixed oxysterol	THP-1	CVCL_0006	THP-1	THP-oxysterol-2mix3	proteomic profiling by mass spectrometry	1	THP-oxysterol-2mix3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Velos Pro;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	label free sample	1	mixed oxysterol
PXD004304-THP-oxysterol-2mix2	Homo sapiens	cell culture	5	not available	mixed oxysterol	THP-1	CVCL_0006	THP-1	THP-oxysterol-2mix2	proteomic profiling by mass spectrometry	1	THP-oxysterol-2mix2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Velos Pro;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	label free sample	1	mixed oxysterol
PXD004304-THP-oxysterol-2mix1	Homo sapiens	cell culture	6	not available	mixed oxysterol	THP-1	CVCL_0006	THP-1	THP-oxysterol-2mix1	proteomic profiling by mass spectrometry	1	THP-oxysterol-2mix1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Velos Pro;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	label free sample	1	mixed oxysterol
