source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[organism]	factor value[growth phase]	factor value[HiRIEF pH range]
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	43	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr72	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	72	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr72.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	53	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	42	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr64	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	64	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr51	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	51	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	33	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr70	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	70	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	39	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr63	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	63	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr46	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	46	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr41	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	41	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr62	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	62	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr62.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr58	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	58	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr58.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	60	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	31	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	40	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	53	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr71	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	71	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr67	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	67	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr67.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	29	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	22	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr54	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	54	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr54.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	45	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	14	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr70	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	70	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	11	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	16	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr56	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	56	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr56.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	36	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	6	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	27	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
