source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]
PXD023826-2013-05-31_BIO_WT39-1	Populus tremula x populus tremuloides	Wood	22	not available	not available	not available	2013-05-31_BIO_WT39-1.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT39-1.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_G1211-2	Populus tremula x populus tremuloides	Wood	23	not available	not available	not available	2013-05-31_BIO_G1211-2.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_G1211-2.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_G1221-2	Populus tremula x populus tremuloides	Wood	24	not available	not available	not available	2013-05-31_BIO_G1221-2.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_G1221-2.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_WT39-2	Populus tremula x populus tremuloides	Wood	25	not available	not available	not available	2013-05-31_BIO_WT39-2.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT39-2.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_G1213	Populus tremula x populus tremuloides	Wood	26	not available	not available	not available	2013-05-31_BIO_G1213.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_G1213.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_WT6	Populus tremula x populus tremuloides	Wood	27	not available	not available	not available	2013-05-31_BIO_WT6.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT6.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_G1221-1	Populus tremula x populus tremuloides	Wood	28	not available	not available	not available	2013-05-31_BIO_G1221-1.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_G1221-1.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_G1233-1	Populus tremula x populus tremuloides	Wood	29	not available	not available	not available	2013-05-31_BIO_G1233-1.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_G1233-1.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_WT6-1	Populus tremula x populus tremuloides	Wood	30	not available	not available	not available	2013-05-31_BIO_WT6-1.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT6-1.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_WT29-1	Populus tremula x populus tremuloides	Wood	31	not available	not available	not available	2013-05-31_BIO_WT29-1.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT29-1.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_G1215-1	Populus tremula x populus tremuloides	Wood	32	not available	not available	not available	2013-05-31_BIO_G1215-1.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_G1215-1.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_G1215-2	Populus tremula x populus tremuloides	Wood	33	not available	not available	not available	2013-05-31_BIO_G1215-2.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_G1215-2.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_G1214	Populus tremula x populus tremuloides	Wood	34	not available	not available	not available	2013-05-31_BIO_G1214.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_G1214.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_WT9-1	Populus tremula x populus tremuloides	Wood	35	not available	not available	not available	2013-05-31_BIO_WT9-1.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT9-1.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_G1231-2	Populus tremula x populus tremuloides	Wood	36	not available	not available	not available	2013-05-31_BIO_G1231-2.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_G1231-2.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_G1215	Populus tremula x populus tremuloides	Wood	37	not available	not available	not available	2013-05-31_BIO_G1215.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_G1215.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_G1211	Populus tremula x populus tremuloides	Wood	38	not available	not available	not available	2013-05-31_BIO_G1211.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_G1211.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_G1212	Populus tremula x populus tremuloides	Wood	39	not available	not available	not available	2013-05-31_BIO_G1212.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_G1212.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_G1225	Populus tremula x populus tremuloides	Wood	40	not available	not available	not available	2013-05-31_BIO_G1225.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_G1225.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_WT14-2	Populus tremula x populus tremuloides	Wood	41	not available	not available	not available	2013-05-31_BIO_WT14-2.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT14-2.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_WT25-2	Populus tremula x populus tremuloides	Wood	42	not available	not available	not available	2013-05-31_BIO_WT25-2.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT25-2.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_G1212-1	Populus tremula x populus tremuloides	Wood	43	not available	not available	not available	2013-05-31_BIO_G1212-1.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_G1212-1.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_G1224	Populus tremula x populus tremuloides	Wood	44	not available	not available	not available	2013-05-31_BIO_G1224.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_G1224.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_G1213-2	Populus tremula x populus tremuloides	Wood	45	not available	not available	not available	2013-05-31_BIO_G1213-2.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_G1213-2.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_WT9-2	Populus tremula x populus tremuloides	Wood	46	not available	not available	not available	2013-05-31_BIO_WT9-2.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT9-2.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_G1233-2	Populus tremula x populus tremuloides	Wood	47	not available	not available	not available	2013-05-31_BIO_G1233-2.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_G1233-2.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_G1213-1	Populus tremula x populus tremuloides	Wood	48	not available	not available	not available	2013-05-31_BIO_G1213-1.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_G1213-1.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_WT29	Populus tremula x populus tremuloides	Wood	49	not available	not available	not available	2013-05-31_BIO_WT29.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT29.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD023826-2013-05-31_BIO_WT6-2	Populus tremula x populus tremuloides	Wood	50	not available	not available	not available	2013-05-31_BIO_WT6-2.raw	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT6-2.raw.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=SYNAPT G2-Si;AC=MS:1002726	NT=Trypsin;AC=MS:1001251	label free sample	1
