source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[iTRAQ pool]	factor value[HiRIEF pH range]
ascending aorta tissue iTRAQ 2013apr23_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013apr23_pool2_100ug_IPG400-425_fr46	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	46	1	Sanela_2013apr23_pool2_100ug_IPG400-425_fr46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool2_pool2	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013apr23_pool2_100ug_IPG400-425_fr47	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	47	1	Sanela_2013apr23_pool2_100ug_IPG400-425_fr47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool2_pool2	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013apr23_pool2_100ug_IPG400-425_fr50	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	50	1	Sanela_2013apr23_pool2_100ug_IPG400-425_fr50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool2_pool2	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013apr23_pool2_100ug_IPG400-425_fr61	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	61	1	Sanela_2013apr23_pool2_100ug_IPG400-425_fr61.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool2_pool2	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013apr23_pool2_100ug_IPG400-425_fr65	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	65	1	Sanela_2013apr23_pool2_100ug_IPG400-425_fr65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool2_pool2	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013apr23_pool2_100ug_IPG400-425_fr66	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	66	1	Sanela_2013apr23_pool2_100ug_IPG400-425_fr66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool2_pool2	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013apr23_pool2_100ug_IPG400-425_fr69	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	69	1	Sanela_2013apr23_pool2_100ug_IPG400-425_fr69.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool2_pool2	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013apr23_pool2_100ug_IPG400-425_fr72	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	72	1	Sanela_2013apr23_pool2_100ug_IPG400-425_fr72.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool2_pool2	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013apr23_pool3_100ug_IPG400-425_fr01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Sanela_2013apr23_pool3_100ug_IPG400-425_fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool3_pool3	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013apr23_pool3_100ug_IPG400-425_fr06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	6	1	Sanela_2013apr23_pool3_100ug_IPG400-425_fr06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool3_pool3	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013apr23_pool3_100ug_IPG400-425_fr07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	7	1	Sanela_2013apr23_pool3_100ug_IPG400-425_fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool3_pool3	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013apr23_pool3_100ug_IPG400-425_fr09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	9	1	Sanela_2013apr23_pool3_100ug_IPG400-425_fr09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool3_pool3	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013apr23_pool3_100ug_IPG400-425_fr10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	10	1	Sanela_2013apr23_pool3_100ug_IPG400-425_fr10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool3_pool3	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013apr23_pool3_100ug_IPG400-425_fr11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	11	1	Sanela_2013apr23_pool3_100ug_IPG400-425_fr11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool3_pool3	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013apr23_pool3_100ug_IPG400-425_fr33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	33	1	Sanela_2013apr23_pool3_100ug_IPG400-425_fr33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool3_pool3	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013apr23_pool3_100ug_IPG400-425_fr36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	36	1	Sanela_2013apr23_pool3_100ug_IPG400-425_fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool3_pool3	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013apr23_pool3_100ug_IPG400-425_fr37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	37	1	Sanela_2013apr23_pool3_100ug_IPG400-425_fr37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool3_pool3	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013apr23_pool3_100ug_IPG400-425_fr39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	39	1	Sanela_2013apr23_pool3_100ug_IPG400-425_fr39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool3_pool3	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013apr23_pool3_100ug_IPG400-425_fr41	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	41	1	Sanela_2013apr23_pool3_100ug_IPG400-425_fr41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool3_pool3	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013apr23_pool3_100ug_IPG400-425_fr42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	42	1	Sanela_2013apr23_pool3_100ug_IPG400-425_fr42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool3_pool3	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013apr23_pool3_100ug_IPG400-425_fr46	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	46	1	Sanela_2013apr23_pool3_100ug_IPG400-425_fr46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool3_pool3	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013apr23_pool3_100ug_IPG400-425_fr51	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	51	1	Sanela_2013apr23_pool3_100ug_IPG400-425_fr51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool3_pool3	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013apr23_pool3_100ug_IPG400-425_fr58	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	58	1	Sanela_2013apr23_pool3_100ug_IPG400-425_fr58.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool3_pool3	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013apr23_pool3_100ug_IPG400-425_fr65	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	65	1	Sanela_2013apr23_pool3_100ug_IPG400-425_fr65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool3_pool3	IPG400-425
ascending aorta tissue iTRAQ 2013apr23_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013apr23_pool3_100ug_IPG400-425_fr68	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	68	1	Sanela_2013apr23_pool3_100ug_IPG400-425_fr68.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013apr23_pool3_pool3	IPG400-425
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	8	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	9	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	10	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr10.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	12	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	13	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	16	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	19	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	23	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	24	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	29	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	32	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	34	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
