source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]
PXD000411-D7S221_no2_A1_01_1340_second_analysis	Aggregatibacter actinomycetemcomitans	not available	11	not available	not available	not available	D7S221_no2_A1_01_1340_second_analysis.d	proteomic profiling by mass spectrometry	1	D7S221_no2_A1_01_1340_second_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S211_no2_B5_01_1327_second_analysis	Aggregatibacter actinomycetemcomitans	not available	12	not available	not available	not available	D7S211_no2_B5_01_1327_second_analysis.d	proteomic profiling by mass spectrometry	1	D7S211_no2_B5_01_1327_second_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S316_A4_01_1158_first_analysis	Aggregatibacter actinomycetemcomitans	not available	13	not available	not available	not available	D7S316_A4_01_1158_first_analysis.d	proteomic profiling by mass spectrometry	1	D7S316_A4_01_1158_first_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S236_A4_01_806_first_analysis	Aggregatibacter actinomycetemcomitans	not available	14	not available	not available	not available	D7S236_A4_01_806_first_analysis.d	proteomic profiling by mass spectrometry	1	D7S236_A4_01_806_first_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S214_no2_C2_01_1331_second_analysis	Aggregatibacter actinomycetemcomitans	not available	15	not available	not available	not available	D7S214_no2_C2_01_1331_second_analysis.d	proteomic profiling by mass spectrometry	1	D7S214_no2_C2_01_1331_second_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S230_B6_01_831_first_analysis	Aggregatibacter actinomycetemcomitans	not available	16	not available	not available	not available	D7S230_B6_01_831_first_analysis.d	proteomic profiling by mass spectrometry	1	D7S230_B6_01_831_first_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S203_A3_01_791_first_analysis	Aggregatibacter actinomycetemcomitans	not available	17	not available	not available	not available	D7S203_A3_01_791_first_analysis.d	proteomic profiling by mass spectrometry	1	D7S203_A3_01_791_first_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S233_B6_01_816_first_analysis	Aggregatibacter actinomycetemcomitans	not available	18	not available	not available	not available	D7S233_B6_01_816_first_analysis.d	proteomic profiling by mass spectrometry	1	D7S233_B6_01_816_first_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S233_no2_C1_01_1354_second_analysis	Aggregatibacter actinomycetemcomitans	not available	19	not available	not available	not available	D7S233_no2_C1_01_1354_second_analysis.d	proteomic profiling by mass spectrometry	1	D7S233_no2_C1_01_1354_second_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S339_no2_A5_01_1252_second_analysis	Aggregatibacter actinomycetemcomitans	not available	20	not available	not available	not available	D7S339_no2_A5_01_1252_second_analysis.d	proteomic profiling by mass spectrometry	1	D7S339_no2_A5_01_1252_second_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S307_B1_01_1079_first_analysis	Aggregatibacter actinomycetemcomitans	not available	21	not available	not available	not available	D7S307_B1_01_1079_first_analysis.d	proteomic profiling by mass spectrometry	1	D7S307_B1_01_1079_first_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S309_no2_B3_01_1302_second_analysis	Aggregatibacter actinomycetemcomitans	not available	22	not available	not available	not available	D7S309_no2_B3_01_1302_second_analysis.d	proteomic profiling by mass spectrometry	1	D7S309_no2_B3_01_1302_second_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S217_A6_01_808_first_analysis	Aggregatibacter actinomycetemcomitans	not available	23	not available	not available	not available	D7S217_A6_01_808_first_analysis.d	proteomic profiling by mass spectrometry	1	D7S217_A6_01_808_first_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S310_B4_01_1082_first_analysis	Aggregatibacter actinomycetemcomitans	not available	24	not available	not available	not available	D7S310_B4_01_1082_first_analysis.d	proteomic profiling by mass spectrometry	1	D7S310_B4_01_1082_first_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S223_no2_A3_01_1342_second_analysis	Aggregatibacter actinomycetemcomitans	not available	25	not available	not available	not available	D7S223_no2_A3_01_1342_second_analysis.d	proteomic profiling by mass spectrometry	1	D7S223_no2_A3_01_1342_second_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S342_B3_01_1206_first_analysis	Aggregatibacter actinomycetemcomitans	not available	26	not available	not available	not available	D7S342_B3_01_1206_first_analysis.d	proteomic profiling by mass spectrometry	1	D7S342_B3_01_1206_first_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S332_no2_C6_01_1268_second_analysis	Aggregatibacter actinomycetemcomitans	not available	27	not available	not available	not available	D7S332_no2_C6_01_1268_second_analysis.d	proteomic profiling by mass spectrometry	1	D7S332_no2_C6_01_1268_second_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S320_B2_01_1162_first_analysis	Aggregatibacter actinomycetemcomitans	not available	28	not available	not available	not available	D7S320_B2_01_1162_first_analysis.d	proteomic profiling by mass spectrometry	1	D7S320_B2_01_1162_first_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S215_B5_01_799_first_analysis	Aggregatibacter actinomycetemcomitans	not available	29	not available	not available	not available	D7S215_B5_01_799_first_analysis.d	proteomic profiling by mass spectrometry	1	D7S215_B5_01_799_first_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
PXD000411-D7S205_no2_A5_01_1320_second_analysis	Aggregatibacter actinomycetemcomitans	not available	30	not available	not available	not available	D7S205_no2_A5_01_1320_second_analysis.d	proteomic profiling by mass spectrometry	1	D7S205_no2_A5_01_1320_second_analysis.d.zip	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=HCTultra ETD II;AC=MS:1000700	not applicable	label free sample	1
