source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]
PXD019953-Rel_9000_20181108_062246_9000	Escherichia coli	not available	1	not available	not available	not available	Rel_9000_20181108_062246_9000	proteomic profiling by mass spectrometry	1	Rel_9000_20181108_062246_9000.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=PepsinA;AC=MS:1001311	label free sample	1
PXD019953-Rel_G5P_3000_20181108_214843_3000	Escherichia coli	not available	2	not available	not available	not available	Rel_G5P_3000_20181108_214843_3000	proteomic profiling by mass spectrometry	1	Rel_G5P_3000_20181108_214843_3000.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=PepsinA;AC=MS:1001311	label free sample	1
PXD019953-Rel_GDP_CPP_G5P_3000_20181108_003412_3000	Escherichia coli	not available	3	not available	not available	not available	Rel_GDP_CPP_G5P_3000_20181108_003412_3000	proteomic profiling by mass spectrometry	1	Rel_GDP_CPP_G5P_3000_20181108_003412_3000.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=PepsinA;AC=MS:1001311	label free sample	1
PXD019953-Rel_G5P_300_20181108_204432_300	Escherichia coli	not available	4	not available	not available	not available	Rel_G5P_300_20181108_204432_300	proteomic profiling by mass spectrometry	1	Rel_G5P_300_20181108_204432_300.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=PepsinA;AC=MS:1001311	label free sample	1
PXD019953-Rel_GDP_CPP_G5P_3000_20181108_165617_3000	Escherichia coli	not available	5	not available	not available	not available	Rel_GDP_CPP_G5P_3000_20181108_165617_3000	proteomic profiling by mass spectrometry	1	Rel_GDP_CPP_G5P_3000_20181108_165617_3000.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=PepsinA;AC=MS:1001311	label free sample	1
PXD019953-Rel_GDP_CPP_9000_20181108_125810_9000	Escherichia coli	not available	6	not available	not available	not available	Rel_GDP_CPP_9000_20181108_125810_9000	proteomic profiling by mass spectrometry	1	Rel_GDP_CPP_9000_20181108_125810_9000.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=PepsinA;AC=MS:1001311	label free sample	1
PXD019953-Rel_0_20181108_023235_0	Escherichia coli	not available	7	not available	not available	not available	Rel_0_20181108_023235_0	proteomic profiling by mass spectrometry	1	Rel_0_20181108_023235_0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=PepsinA;AC=MS:1001311	label free sample	1
PXD019953-Rel_30_20181108_032727_30	Escherichia coli	not available	8	not available	not available	not available	Rel_30_20181108_032727_30	proteomic profiling by mass spectrometry	1	Rel_30_20181108_032727_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=PepsinA;AC=MS:1001311	label free sample	1
PXD019953-Rel_30_20181109_043917_30	Escherichia coli	not available	9	not available	not available	not available	Rel_30_20181109_043917_30	proteomic profiling by mass spectrometry	1	Rel_30_20181109_043917_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=PepsinA;AC=MS:1001311	label free sample	1
PXD019953-Rel_GDP_CPP_G5P_300_20181107_233016_300	Escherichia coli	not available	10	not available	not available	not available	Rel_GDP_CPP_G5P_300_20181107_233016_300	proteomic profiling by mass spectrometry	1	Rel_GDP_CPP_G5P_300_20181107_233016_300.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=PepsinA;AC=MS:1001311	label free sample	1
PXD019953-Rel_G5P_0_20181108_185436_0	Escherichia coli	not available	11	not available	not available	not available	Rel_G5P_0_20181108_185436_0	proteomic profiling by mass spectrometry	1	Rel_G5P_0_20181108_185436_0.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=PepsinA;AC=MS:1001311	label free sample	1
PXD019953-Rel_GDP_CPP_G5P_9000_20181108_012911_9000	Escherichia coli	not available	12	not available	not available	not available	Rel_GDP_CPP_G5P_9000_20181108_012911_9000	proteomic profiling by mass spectrometry	1	Rel_GDP_CPP_G5P_9000_20181108_012911_9000.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=PepsinA;AC=MS:1001311	label free sample	1
