source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]
PXD059583-S00129_Exploris01_SZ_Igor_proteome_Ig3_2_20231116053936	Francisella tularensis subsp. novicida	Cell culture	1	not available	not available	not available	S00129_Exploris01_SZ_Igor_proteome_Ig3_2_20231116053936	proteomic profiling by mass spectrometry	1	S00129_Exploris01_SZ_Igor_proteome_Ig3_2_20231116053936.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD059583-S00129_Exploris01_SZ_Igor_proteome_Ig7_2_20231117024649	Francisella tularensis subsp. novicida	Cell culture	2	not available	not available	not available	S00129_Exploris01_SZ_Igor_proteome_Ig7_2_20231117024649	proteomic profiling by mass spectrometry	1	S00129_Exploris01_SZ_Igor_proteome_Ig7_2_20231117024649.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD059583-S00129_Exploris01_SZ_Igor_proteome_Ig5_3_20231116174838	Francisella tularensis subsp. novicida	Cell culture	3	not available	not available	not available	S00129_Exploris01_SZ_Igor_proteome_Ig5_3_20231116174838	proteomic profiling by mass spectrometry	1	S00129_Exploris01_SZ_Igor_proteome_Ig5_3_20231116174838.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD059583-S00129_Exploris01_SZ_Igor_proteome_Ig2_1_20231115224716	Francisella tularensis subsp. novicida	Cell culture	4	not available	not available	not available	S00129_Exploris01_SZ_Igor_proteome_Ig2_1_20231115224716	proteomic profiling by mass spectrometry	1	S00129_Exploris01_SZ_Igor_proteome_Ig2_1_20231115224716.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD059583-S00129_Exploris01_SZ_Igor_proteome_Ig3_3_20231116071503	Francisella tularensis subsp. novicida	Cell culture	5	not available	not available	not available	S00129_Exploris01_SZ_Igor_proteome_Ig3_3_20231116071503	proteomic profiling by mass spectrometry	1	S00129_Exploris01_SZ_Igor_proteome_Ig3_3_20231116071503.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD059583-S00129_Exploris01_SZ_Igor_proteome_Ig6_1_20231116195442	Francisella tularensis subsp. novicida	Cell culture	6	not available	not available	not available	S00129_Exploris01_SZ_Igor_proteome_Ig6_1_20231116195442	proteomic profiling by mass spectrometry	1	S00129_Exploris01_SZ_Igor_proteome_Ig6_1_20231116195442.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD059583-S00129_Exploris01_SZ_Igor_proteome_Ig2_3_20231116015814	Francisella tularensis subsp. novicida	Cell culture	7	not available	not available	not available	S00129_Exploris01_SZ_Igor_proteome_Ig2_3_20231116015814	proteomic profiling by mass spectrometry	1	S00129_Exploris01_SZ_Igor_proteome_Ig2_3_20231116015814.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD059583-S00129_Exploris01_SZ_Igor_proteome_Ig3_1_20231116040406	Francisella tularensis subsp. novicida	Cell culture	8	not available	not available	not available	S00129_Exploris01_SZ_Igor_proteome_Ig3_1_20231116040406	proteomic profiling by mass spectrometry	1	S00129_Exploris01_SZ_Igor_proteome_Ig3_1_20231116040406.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD059583-S00129_Exploris01_SZ_Igor_proteome_Ig4_1_20231116092056	Francisella tularensis subsp. novicida	Cell culture	9	not available	not available	not available	S00129_Exploris01_SZ_Igor_proteome_Ig4_1_20231116092056	proteomic profiling by mass spectrometry	1	S00129_Exploris01_SZ_Igor_proteome_Ig4_1_20231116092056.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD059583-S00129_Exploris01_SZ_Igor_proteome_Ig2_2_20231116002244	Francisella tularensis subsp. novicida	Cell culture	10	not available	not available	not available	S00129_Exploris01_SZ_Igor_proteome_Ig2_2_20231116002244	proteomic profiling by mass spectrometry	1	S00129_Exploris01_SZ_Igor_proteome_Ig2_2_20231116002244.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD059583-S00129_Exploris01_SZ_Igor_proteome_Ig7_1_20231117011123	Francisella tularensis subsp. novicida	Cell culture	11	not available	not available	not available	S00129_Exploris01_SZ_Igor_proteome_Ig7_1_20231117011123	proteomic profiling by mass spectrometry	1	S00129_Exploris01_SZ_Igor_proteome_Ig7_1_20231117011123.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD059583-S00129_Exploris01_SZ_Igor_proteome_Ig4_2_20231116105623	Francisella tularensis subsp. novicida	Cell culture	12	not available	not available	not available	S00129_Exploris01_SZ_Igor_proteome_Ig4_2_20231116105623	proteomic profiling by mass spectrometry	1	S00129_Exploris01_SZ_Igor_proteome_Ig4_2_20231116105623.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD059583-S00129_Exploris01_SZ_Igor_proteome_Ig1_1_20231115173017	Francisella tularensis subsp. novicida	Cell culture	13	not available	not available	not available	S00129_Exploris01_SZ_Igor_proteome_Ig1_1_20231115173017	proteomic profiling by mass spectrometry	1	S00129_Exploris01_SZ_Igor_proteome_Ig1_1_20231115173017.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD059583-S00129_Exploris01_SZ_Igor_proteome_Ig7_3_20231117042218	Francisella tularensis subsp. novicida	Cell culture	14	not available	not available	not available	S00129_Exploris01_SZ_Igor_proteome_Ig7_3_20231117042218	proteomic profiling by mass spectrometry	1	S00129_Exploris01_SZ_Igor_proteome_Ig7_3_20231117042218.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
