source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]
PXD057599-S00090_Exploris01_SZ_TurboID_TV_48D_CK2	Arabidopsis thaliana	Cell culture	11	not available	not available	not available	S00090_Exploris01_SZ_TurboID_TV_48D_CK2	proteomic profiling by mass spectrometry	1	S00090_Exploris01_SZ_TurboID_TV_48D_CK2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00162_Exploris01_SZ_Wei_turboID_ribosome_w3_oap1_2_20240206100628	Arabidopsis thaliana	Cell culture	12	not available	not available	not available	S00162_Exploris01_SZ_Wei_turboID_ribosome_w3_oap1_2_20240206100628	proteomic profiling by mass spectrometry	1	S00162_Exploris01_SZ_Wei_turboID_ribosome_w3_oap1_2_20240206100628.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00090_Exploris01_SZ_TurboID_TV_48D_CK1	Arabidopsis thaliana	Cell culture	13	not available	not available	not available	S00090_Exploris01_SZ_TurboID_TV_48D_CK1	proteomic profiling by mass spectrometry	1	S00090_Exploris01_SZ_TurboID_TV_48D_CK1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00090_Exploris01_SZ_TurboID_CK2	Arabidopsis thaliana	Cell culture	14	not available	not available	not available	S00090_Exploris01_SZ_TurboID_CK2	proteomic profiling by mass spectrometry	1	S00090_Exploris01_SZ_TurboID_CK2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00162_Exploris01_SZ_Wei_turboID_ribosome_w3_oap1_1_20240206082851	Arabidopsis thaliana	Cell culture	15	not available	not available	not available	S00162_Exploris01_SZ_Wei_turboID_ribosome_w3_oap1_1_20240206082851	proteomic profiling by mass spectrometry	1	S00162_Exploris01_SZ_Wei_turboID_ribosome_w3_oap1_1_20240206082851.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00170_Exploris01_SZ_Wei_turboID_TV48D_V_1	Arabidopsis thaliana	Cell culture	16	not available	not available	not available	S00170_Exploris01_SZ_Wei_turboID_TV48D_V_1	proteomic profiling by mass spectrometry	1	S00170_Exploris01_SZ_Wei_turboID_TV48D_V_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00090_Exploris01_SZ_TurboID_CK1	Arabidopsis thaliana	Cell culture	17	not available	not available	not available	S00090_Exploris01_SZ_TurboID_CK1	proteomic profiling by mass spectrometry	1	S00090_Exploris01_SZ_TurboID_CK1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00170_Exploris01_SZ_Wei_turboID_TV48D_V_2	Arabidopsis thaliana	Cell culture	18	not available	not available	not available	S00170_Exploris01_SZ_Wei_turboID_TV48D_V_2	proteomic profiling by mass spectrometry	1	S00170_Exploris01_SZ_Wei_turboID_TV48D_V_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00170_Exploris01_SZ_Wei_turboID_48D_T_2	Arabidopsis thaliana	Cell culture	19	not available	not available	not available	S00170_Exploris01_SZ_Wei_turboID_48D_T_2	proteomic profiling by mass spectrometry	1	S00170_Exploris01_SZ_Wei_turboID_48D_T_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00090_Exploris01_SZ_TurboID_OPNR_VT2	Arabidopsis thaliana	Cell culture	20	not available	not available	not available	S00090_Exploris01_SZ_TurboID_OPNR_VT2	proteomic profiling by mass spectrometry	1	S00090_Exploris01_SZ_TurboID_OPNR_VT2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00170_Exploris01_SZ_Wei_turboID_CK_T_1	Arabidopsis thaliana	Cell culture	21	not available	not available	not available	S00170_Exploris01_SZ_Wei_turboID_CK_T_1	proteomic profiling by mass spectrometry	1	S00170_Exploris01_SZ_Wei_turboID_CK_T_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00090_Exploris01_SZ_TurboID_OPNR_VT1	Arabidopsis thaliana	Cell culture	22	not available	not available	not available	S00090_Exploris01_SZ_TurboID_OPNR_VT1	proteomic profiling by mass spectrometry	1	S00090_Exploris01_SZ_TurboID_OPNR_VT1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00170_Exploris01_SZ_Wei_turboID_CK_T_2	Arabidopsis thaliana	Cell culture	23	not available	not available	not available	S00170_Exploris01_SZ_Wei_turboID_CK_T_2	proteomic profiling by mass spectrometry	1	S00170_Exploris01_SZ_Wei_turboID_CK_T_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00162_Exploris01_SZ_Wei_turboID_ribosome_w2_48d_2_20240206062053	Arabidopsis thaliana	Cell culture	24	not available	not available	not available	S00162_Exploris01_SZ_Wei_turboID_ribosome_w2_48d_2_20240206062053	proteomic profiling by mass spectrometry	1	S00162_Exploris01_SZ_Wei_turboID_ribosome_w2_48d_2_20240206062053.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
