source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]
PXD057599-S00090_Exploris01_SZ_TurboID_TV_CIPIII2	Arabidopsis thaliana	Cell culture	1	not available	not available	not available	S00090_Exploris01_SZ_TurboID_TV_CIPIII2	proteomic profiling by mass spectrometry	1	S00090_Exploris01_SZ_TurboID_TV_CIPIII2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00170_Exploris01_SZ_Wei_turboID_TV2_V_1	Arabidopsis thaliana	Cell culture	2	not available	not available	not available	S00170_Exploris01_SZ_Wei_turboID_TV2_V_1	proteomic profiling by mass spectrometry	1	S00170_Exploris01_SZ_Wei_turboID_TV2_V_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00162_Exploris01_SZ_Wei_turboID_ribosome_w1_ck_2_20240206023517	Arabidopsis thaliana	Cell culture	3	not available	not available	not available	S00162_Exploris01_SZ_Wei_turboID_ribosome_w1_ck_2_20240206023517	proteomic profiling by mass spectrometry	1	S00162_Exploris01_SZ_Wei_turboID_ribosome_w1_ck_2_20240206023517.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00170_Exploris01_SZ_Wei_turboID_TV2_V_2	Arabidopsis thaliana	Cell culture	4	not available	not available	not available	S00170_Exploris01_SZ_Wei_turboID_TV2_V_2	proteomic profiling by mass spectrometry	1	S00170_Exploris01_SZ_Wei_turboID_TV2_V_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00162_Exploris01_SZ_Wei_turboID_ribosome_w2_48d_1_20240206044315	Arabidopsis thaliana	Cell culture	5	not available	not available	not available	S00162_Exploris01_SZ_Wei_turboID_ribosome_w2_48d_1_20240206044315	proteomic profiling by mass spectrometry	1	S00162_Exploris01_SZ_Wei_turboID_ribosome_w2_48d_1_20240206044315.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00090_Exploris01_SZ_TurboID_OAPI_VT1	Arabidopsis thaliana	Cell culture	6	not available	not available	not available	S00090_Exploris01_SZ_TurboID_OAPI_VT1	proteomic profiling by mass spectrometry	1	S00090_Exploris01_SZ_TurboID_OAPI_VT1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00162_Exploris01_SZ_Wei_turboID_ribosome_w1_ck_1_20240206005721	Arabidopsis thaliana	Cell culture	7	not available	not available	not available	S00162_Exploris01_SZ_Wei_turboID_ribosome_w1_ck_1_20240206005721	proteomic profiling by mass spectrometry	1	S00162_Exploris01_SZ_Wei_turboID_ribosome_w1_ck_1_20240206005721.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00170_Exploris01_SZ_Wei_turboID_48D_T_1	Arabidopsis thaliana	Cell culture	8	not available	not available	not available	S00170_Exploris01_SZ_Wei_turboID_48D_T_1	proteomic profiling by mass spectrometry	1	S00170_Exploris01_SZ_Wei_turboID_48D_T_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00090_Exploris01_SZ_TurboID_TV_CIPIII1	Arabidopsis thaliana	Cell culture	9	not available	not available	not available	S00090_Exploris01_SZ_TurboID_TV_CIPIII1	proteomic profiling by mass spectrometry	1	S00090_Exploris01_SZ_TurboID_TV_CIPIII1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD057599-S00090_Exploris01_SZ_TurboID_OAPI_VT2	Arabidopsis thaliana	Cell culture	10	not available	not available	not available	S00090_Exploris01_SZ_TurboID_OAPI_VT2	proteomic profiling by mass spectrometry	1	S00090_Exploris01_SZ_TurboID_OAPI_VT2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	label free sample	1
