source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sample type]	characteristics[disease]	characteristics[material type]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]
MP_3HTNF_N	Homo sapiens	cell	keratinocyte	25	study sample	not available	cell	20201208_velos_RRJ_Bio_MP_3HTNF_N_02.raw	proteomic profiling by mass spectrometry	02	20201208_velos_RRJ_Bio_MP_3HTNF_N_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
MP_3HTNF_N	Homo sapiens	cell	keratinocyte	25	study sample	not available	cell	20201208_velos_RRJ_Bio_MP_3HTNF_N_03.raw	proteomic profiling by mass spectrometry	03	20201208_velos_RRJ_Bio_MP_3HTNF_N_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
MP_4HTNF_N	Homo sapiens	cell	keratinocyte	26	study sample	not available	cell	20201208_velos_RRJ_Bio_MP_4HTNF_N_02.raw	proteomic profiling by mass spectrometry	02	20201208_velos_RRJ_Bio_MP_4HTNF_N_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
MP_4HTNF_P	Homo sapiens	cell	keratinocyte	27	study sample	not available	cell	20201208_velos_RRJ_Bio_MP_4HTNF_P_01.raw	proteomic profiling by mass spectrometry	01	20201208_velos_RRJ_Bio_MP_4HTNF_P_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
MP_4HTNF_P	Homo sapiens	cell	keratinocyte	27	study sample	not available	cell	20201208_velos_RRJ_Bio_MP_4HTNF_P_02.raw	proteomic profiling by mass spectrometry	02	20201208_velos_RRJ_Bio_MP_4HTNF_P_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
MP_5HTNF_N	Homo sapiens	cell	keratinocyte	28	study sample	not available	cell	20201208_velos_RRJ_Bio_MP_5HTNF_N_02.raw	proteomic profiling by mass spectrometry	02	20201208_velos_RRJ_Bio_MP_5HTNF_N_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
MP_5HTNF_P	Homo sapiens	cell	keratinocyte	29	study sample	not available	cell	20201208_velos_RRJ_Bio_MP_5HTNF_P_01.raw	proteomic profiling by mass spectrometry	01	20201208_velos_RRJ_Bio_MP_5HTNF_P_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
MP_6HTNF_N	Homo sapiens	cell	keratinocyte	30	study sample	not available	cell	20201208_velos_RRJ_Bio_MP_6HTNF_N_01.raw	proteomic profiling by mass spectrometry	01	20201208_velos_RRJ_Bio_MP_6HTNF_N_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
MP_6HTNF_N	Homo sapiens	cell	keratinocyte	30	study sample	not available	cell	20201208_velos_RRJ_Bio_MP_6HTNF_N_03.raw	proteomic profiling by mass spectrometry	03	20201208_velos_RRJ_Bio_MP_6HTNF_N_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
MP_6HTNF_P	Homo sapiens	cell	keratinocyte	31	study sample	not available	cell	20201208_velos_RRJ_Bio_MP_6HTNF_P_01.raw	proteomic profiling by mass spectrometry	01	20201208_velos_RRJ_Bio_MP_6HTNF_P_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_1W10	Mus musculus	skin	not available	1	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_1W10_01.raw	proteomic profiling by mass spectrometry	01	20210626_velos_RRJ_Bio_LTD_MP_1W10_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_1W10	Mus musculus	skin	not available	1	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_1W10_03.raw	proteomic profiling by mass spectrometry	03	20210626_velos_RRJ_Bio_LTD_MP_1W10_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_1W3	Mus musculus	skin	not available	2	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_1W3_02.raw	proteomic profiling by mass spectrometry	02	20210626_velos_RRJ_Bio_LTD_MP_1W3_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_1W3	Mus musculus	skin	not available	2	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_1W3_03.raw	proteomic profiling by mass spectrometry	03	20210626_velos_RRJ_Bio_LTD_MP_1W3_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_2W0	Mus musculus	skin	not available	3	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_2W0_02.raw	proteomic profiling by mass spectrometry	02	20210626_velos_RRJ_Bio_LTD_MP_2W0_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_2W10	Mus musculus	skin	not available	4	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_2W10_02.raw	proteomic profiling by mass spectrometry	02	20210626_velos_RRJ_Bio_LTD_MP_2W10_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_2W3	Mus musculus	skin	not available	5	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_2W3_01.raw	proteomic profiling by mass spectrometry	01	20210626_velos_RRJ_Bio_LTD_MP_2W3_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_2W3	Mus musculus	skin	not available	5	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_2W3_02.raw	proteomic profiling by mass spectrometry	02	20210626_velos_RRJ_Bio_LTD_MP_2W3_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_2W3	Mus musculus	skin	not available	5	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_2W3_03.raw	proteomic profiling by mass spectrometry	03	20210626_velos_RRJ_Bio_LTD_MP_2W3_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_3W0	Mus musculus	skin	not available	6	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_3W0_01.raw	proteomic profiling by mass spectrometry	01	20210626_velos_RRJ_Bio_LTD_MP_3W0_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_3W0	Mus musculus	skin	not available	6	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_3W0_02.raw	proteomic profiling by mass spectrometry	02	20210626_velos_RRJ_Bio_LTD_MP_3W0_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_3W3	Mus musculus	skin	not available	7	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_3W3_01.raw	proteomic profiling by mass spectrometry	01	20210626_velos_RRJ_Bio_LTD_MP_3W3_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_3W3	Mus musculus	skin	not available	7	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_3W3_02.raw	proteomic profiling by mass spectrometry	02	20210626_velos_RRJ_Bio_LTD_MP_3W3_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_4W0	Mus musculus	skin	not available	8	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_4W0_01.raw	proteomic profiling by mass spectrometry	01	20210626_velos_RRJ_Bio_LTD_MP_4W0_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_4W10	Mus musculus	skin	not available	9	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_4W10_01.raw	proteomic profiling by mass spectrometry	01	20210626_velos_RRJ_Bio_LTD_MP_4W10_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_4W10	Mus musculus	skin	not available	9	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_4W10_03_210701121559.raw	proteomic profiling by mass spectrometry	03	20210626_velos_RRJ_Bio_LTD_MP_4W10_03_210701121559.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_4W3	Mus musculus	skin	not available	10	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_4W3_01.raw	proteomic profiling by mass spectrometry	01	20210626_velos_RRJ_Bio_LTD_MP_4W3_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_4W3	Mus musculus	skin	not available	10	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_4W3_03.raw	proteomic profiling by mass spectrometry	03	20210626_velos_RRJ_Bio_LTD_MP_4W3_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_5W10	Mus musculus	skin	not available	11	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_5W10_01.raw	proteomic profiling by mass spectrometry	01	20210626_velos_RRJ_Bio_LTD_MP_5W10_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_5W3	Mus musculus	skin	not available	12	study sample	not available	tissue	20210626_velos_RRJ_Bio_LTD_MP_5W3_01.raw	proteomic profiling by mass spectrometry	01	20210626_velos_RRJ_Bio_LTD_MP_5W3_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_D_1_3D	Mus musculus	skin	not available	13	study sample	not available	tissue	20210702_velos_RRJ_Bio_LTD_MP_D_1_3D_03.raw	proteomic profiling by mass spectrometry	03	20210702_velos_RRJ_Bio_LTD_MP_D_1_3D_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_D_4_3D	Mus musculus	skin	not available	14	study sample	not available	tissue	20210702_velos_RRJ_Bio_LTD_MP_D_4_3D_03.raw	proteomic profiling by mass spectrometry	03	20210702_velos_RRJ_Bio_LTD_MP_D_4_3D_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_146_6_10D	Mus musculus	skin	not available	15	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_146_6_10D_01.raw	proteomic profiling by mass spectrometry	01	20210705_velos_RRJ_Bio_LTD_MP_146_6_10D_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_146_6_10D	Mus musculus	skin	not available	15	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_146_6_10D_02.raw	proteomic profiling by mass spectrometry	02	20210705_velos_RRJ_Bio_LTD_MP_146_6_10D_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_146_6_10D	Mus musculus	skin	not available	15	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_146_6_10D_03.raw	proteomic profiling by mass spectrometry	03	20210705_velos_RRJ_Bio_LTD_MP_146_6_10D_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_146_7_10D	Mus musculus	skin	not available	16	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_146_7_10D_02.raw	proteomic profiling by mass spectrometry	02	20210705_velos_RRJ_Bio_LTD_MP_146_7_10D_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_146_7_10D	Mus musculus	skin	not available	16	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_146_7_10D_03.raw	proteomic profiling by mass spectrometry	03	20210705_velos_RRJ_Bio_LTD_MP_146_7_10D_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_146_8_10D	Mus musculus	skin	not available	17	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_146_8_10D_02.raw	proteomic profiling by mass spectrometry	02	20210705_velos_RRJ_Bio_LTD_MP_146_8_10D_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_146_8_10D	Mus musculus	skin	not available	17	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_146_8_10D_03.raw	proteomic profiling by mass spectrometry	03	20210705_velos_RRJ_Bio_LTD_MP_146_8_10D_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_29_1_10D	Mus musculus	skin	not available	18	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_29_1_10D_01.raw	proteomic profiling by mass spectrometry	01	20210705_velos_RRJ_Bio_LTD_MP_29_1_10D_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_29_1_10D	Mus musculus	skin	not available	18	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_29_1_10D_02.raw	proteomic profiling by mass spectrometry	02	20210705_velos_RRJ_Bio_LTD_MP_29_1_10D_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_29_1_10D	Mus musculus	skin	not available	18	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_29_1_10D_03.raw	proteomic profiling by mass spectrometry	03	20210705_velos_RRJ_Bio_LTD_MP_29_1_10D_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
