source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[tumour type]	factor value[lab id]
GCH_015	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr37_TMT130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT130C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	37	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_015
GCH_016	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr37_TMT131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT131	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	37	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_016
GCH_002	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39_TMT126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT126	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	39	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_002
GCH_003	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39_TMT127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT127N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	39	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	recurrent	GCH_003
GCH_004	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39_TMT127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT127C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	39	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary - necrotic	GCH_004
GCH_007	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39_TMT128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT128N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	39	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_007
GCH_009	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39_TMT128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT128C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	39	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	recurrent	GCH_009
GCH_010	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39_TMT129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT129N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	39	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	recurrent	GCH_010
GCH_012	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39_TMT129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT129C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	39	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_012
GCH_014	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39_TMT130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT130N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	39	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_014
GCH_015	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39_TMT130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT130C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	39	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_015
GCH_016	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39_TMT131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT131	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	39	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_016
GCH_002	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51_TMT126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT126	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	51	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_002
GCH_003	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51_TMT127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT127N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	51	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	recurrent	GCH_003
GCH_004	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51_TMT127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT127C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	51	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary - necrotic	GCH_004
GCH_007	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51_TMT128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT128N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	51	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_007
GCH_009	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51_TMT128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT128C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	51	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	recurrent	GCH_009
GCH_010	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51_TMT129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT129N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	51	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	recurrent	GCH_010
GCH_012	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51_TMT129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT129C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	51	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_012
GCH_014	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51_TMT130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT130N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	51	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_014
GCH_015	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51_TMT130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT130C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	51	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_015
GCH_016	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51_TMT131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT131	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	51	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_016
GCH_002	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64_TMT126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT126	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	64	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_002
GCH_003	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64_TMT127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT127N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	64	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	recurrent	GCH_003
GCH_004	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64_TMT127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT127C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	64	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary - necrotic	GCH_004
GCH_007	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64_TMT128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT128N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	64	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_007
GCH_009	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64_TMT128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT128C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	64	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	recurrent	GCH_009
GCH_010	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64_TMT129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT129N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	64	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	recurrent	GCH_010
GCH_012	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64_TMT129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT129C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	64	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_012
GCH_014	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64_TMT130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT130N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	64	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_014
GCH_015	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64_TMT130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT130C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	64	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_015
GCH_016	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64_TMT131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT131	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	64	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_016
GCH_002	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03_TMT126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT126	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	3	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_002
GCH_003	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03_TMT127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT127N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	3	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	recurrent	GCH_003
GCH_004	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03_TMT127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT127C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	3	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary - necrotic	GCH_004
GCH_007	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03_TMT128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT128N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	3	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_007
GCH_009	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03_TMT128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT128C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	3	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	recurrent	GCH_009
GCH_010	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03_TMT129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT129N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	3	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	recurrent	GCH_010
GCH_012	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03_TMT129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT129C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	3	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_012
GCH_014	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03_TMT130N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT130N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	3	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_014
GCH_015	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03_TMT130C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT130C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	3	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_015
GCH_016	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03_TMT131	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT131	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	3	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_016
GCH_002	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr71_TMT126	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT126	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	71	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_002
GCH_003	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr71_TMT127N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT127N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	71	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	recurrent	GCH_003
GCH_004	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr71_TMT127C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT127C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	71	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary - necrotic	GCH_004
GCH_007	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr71_TMT128N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT128N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	71	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_007
GCH_009	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr71_TMT128C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT128C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	71	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	recurrent	GCH_009
GCH_010	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr71_TMT129N	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT129N	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	71	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	recurrent	GCH_010
GCH_012	Homo sapiens	not available	glioblastoma	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr71_TMT129C	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive HF;AC=MS:1002523	TMT129C	NT=Lys-C;AC=MS:1001309	NT=Trypsin;AC=MS:1001251	71	1	20200923_GBM_tumour_tissue__TMT10plex_HiRIEF_3-10_fr71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	primary	GCH_012
