source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[treatment]	characteristics[age]	characteristics[sex]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	factor value[treatment]
PXD061700-C1	Homo sapiens	cell culture	1	Psoriasis	control	not available	not available	C1.tdf	proteomic profiling by mass spectrometry	1	C1.tdf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF HT;AC=MS:1003404	not available	label free sample	1	control
PXD061700-TH2	Homo sapiens	cell culture	2	Psoriasis	TH1579	not available	not available	TH2.tdf	proteomic profiling by mass spectrometry	1	TH2.tdf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF HT;AC=MS:1003404	not available	label free sample	1	TH1579
PXD061700-TH1	Homo sapiens	cell culture	3	Psoriasis	TH1579	not available	not available	TH1.tdf	proteomic profiling by mass spectrometry	1	TH1.tdf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF HT;AC=MS:1003404	not available	label free sample	1	TH1579
PXD061700-TH3	Homo sapiens	cell culture	4	Psoriasis	TH1579	not available	not available	TH3.tdf	proteomic profiling by mass spectrometry	1	TH3.tdf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF HT;AC=MS:1003404	not available	label free sample	1	TH1579
PXD061700-C2	Homo sapiens	cell culture	5	Psoriasis	control	not available	not available	C2.tdf	proteomic profiling by mass spectrometry	1	C2.tdf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF HT;AC=MS:1003404	not available	label free sample	1	control
PXD061700-C3	Homo sapiens	cell culture	6	Psoriasis	control	not available	not available	C3.tdf	proteomic profiling by mass spectrometry	1	C3.tdf	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF HT;AC=MS:1003404	not available	label free sample	1	control
