source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[iTRAQ plex]
thyroid cyst fluid iTRAQ plex 1	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	1	HJ_HE_Andrii_121019_EXP1_Fr61	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	61	1	HJ_HE_Andrii_121019_EXP1_Fr61.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP1
thyroid cyst fluid iTRAQ plex 1	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	1	HJ_HE_Andrii_121019_EXP1_Fr62	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	62	1	HJ_HE_Andrii_121019_EXP1_Fr62.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP1
thyroid cyst fluid iTRAQ plex 1	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	1	HJ_HE_Andrii_121019_EXP1_Fr63	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	63	1	HJ_HE_Andrii_121019_EXP1_Fr63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP1
thyroid cyst fluid iTRAQ plex 1	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	1	HJ_HE_Andrii_121019_EXP1_Fr64	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	64	1	HJ_HE_Andrii_121019_EXP1_Fr64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP1
thyroid cyst fluid iTRAQ plex 1	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	1	HJ_HE_Andrii_121019_EXP1_Fr65	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	65	1	HJ_HE_Andrii_121019_EXP1_Fr65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP1
thyroid cyst fluid iTRAQ plex 1	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	1	HJ_HE_Andrii_121019_EXP1_Fr66	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	66	1	HJ_HE_Andrii_121019_EXP1_Fr66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP1
thyroid cyst fluid iTRAQ plex 1	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	1	HJ_HE_Andrii_121019_EXP1_Fr67	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	67	1	HJ_HE_Andrii_121019_EXP1_Fr67.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP1
thyroid cyst fluid iTRAQ plex 1	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	1	HJ_HE_Andrii_121019_EXP1_Fr68	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	68	1	HJ_HE_Andrii_121019_EXP1_Fr68.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP1
thyroid cyst fluid iTRAQ plex 1	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	1	HJ_HE_Andrii_121019_EXP1_Fr69	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	69	1	HJ_HE_Andrii_121019_EXP1_Fr69.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP1
thyroid cyst fluid iTRAQ plex 1	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	1	HJ_HE_Andrii_121019_EXP1_Fr71	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	71	1	HJ_HE_Andrii_121019_EXP1_Fr71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP1
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	1	1	HJ_HE_Andrii_121019_EXP2_Fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	3	1	HJ_HE_Andrii_121019_EXP2_Fr03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	4	1	HJ_HE_Andrii_121019_EXP2_Fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	6	1	HJ_HE_Andrii_121019_EXP2_Fr06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	7	1	HJ_HE_Andrii_121019_EXP2_Fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	9	1	HJ_HE_Andrii_121019_EXP2_Fr09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	11	1	HJ_HE_Andrii_121019_EXP2_Fr11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	12	1	HJ_HE_Andrii_121019_EXP2_Fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	13	1	HJ_HE_Andrii_121019_EXP2_Fr13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	18	1	HJ_HE_Andrii_121019_EXP2_Fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	19	1	HJ_HE_Andrii_121019_EXP2_Fr19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	20	1	HJ_HE_Andrii_121019_EXP2_Fr20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	21	1	HJ_HE_Andrii_121019_EXP2_Fr21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	23	1	HJ_HE_Andrii_121019_EXP2_Fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	24	1	HJ_HE_Andrii_121019_EXP2_Fr24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	26	1	HJ_HE_Andrii_121019_EXP2_Fr26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	32	1	HJ_HE_Andrii_121019_EXP2_Fr32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	33	1	HJ_HE_Andrii_121019_EXP2_Fr33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	34	1	HJ_HE_Andrii_121019_EXP2_Fr34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	35	1	HJ_HE_Andrii_121019_EXP2_Fr35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	36	1	HJ_HE_Andrii_121019_EXP2_Fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	38	1	HJ_HE_Andrii_121019_EXP2_Fr38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	39	1	HJ_HE_Andrii_121019_EXP2_Fr39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	40	1	HJ_HE_Andrii_121019_EXP2_Fr40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr41	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	41	1	HJ_HE_Andrii_121019_EXP2_Fr41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	43	1	HJ_HE_Andrii_121019_EXP2_Fr43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
