source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]
PXD008266-2013-05-31_BIO_WT1-2	Populus tremula x populus tremuloides	Xylem	11	not available	not available	not available	2013-05-31_BIO_WT1-2.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT1-2.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-31_BIO_WT6-2	Populus tremula x populus tremuloides	Xylem	12	not available	not available	not available	2013-05-31_BIO_WT6-2.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT6-2.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G912	Populus tremula x populus tremuloides	Xylem	13	not available	not available	not available	2013-05-20_BIO_G912.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G912.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G933	Populus tremula x populus tremuloides	Xylem	14	not available	not available	not available	2013-05-20_BIO_G933.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G933.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G924	Populus tremula x populus tremuloides	Xylem	15	not available	not available	not available	2013-05-20_BIO_G924.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G924.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G925-1	Populus tremula x populus tremuloides	Xylem	16	not available	not available	not available	2013-05-20_BIO_G925-1.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G925-1.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G931-2	Populus tremula x populus tremuloides	Xylem	17	not available	not available	not available	2013-05-20_BIO_G931-2.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G931-2.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G932-2	Populus tremula x populus tremuloides	Xylem	18	not available	not available	not available	2013-05-20_BIO_G932-2.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G932-2.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G934-2	Populus tremula x populus tremuloides	Xylem	19	not available	not available	not available	2013-05-20_BIO_G934-2.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G934-2.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G912-1	Populus tremula x populus tremuloides	Xylem	20	not available	not available	not available	2013-05-20_BIO_G912-1.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G912-1.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-31_BIO_WT14-2	Populus tremula x populus tremuloides	Xylem	21	not available	not available	not available	2013-05-31_BIO_WT14-2.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT14-2.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-31_BIO_WT9-1	Populus tremula x populus tremuloides	Xylem	22	not available	not available	not available	2013-05-31_BIO_WT9-1.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT9-1.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G922-2	Populus tremula x populus tremuloides	Xylem	23	not available	not available	not available	2013-05-20_BIO_G922-2.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G922-2.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G933-2	Populus tremula x populus tremuloides	Xylem	24	not available	not available	not available	2013-05-20_BIO_G933-2.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G933-2.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-31_BIO_WT9-2	Populus tremula x populus tremuloides	Xylem	25	not available	not available	not available	2013-05-31_BIO_WT9-2.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT9-2.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G923-2	Populus tremula x populus tremuloides	Xylem	26	not available	not available	not available	2013-05-20_BIO_G923-2.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G923-2.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G931	Populus tremula x populus tremuloides	Xylem	27	not available	not available	not available	2013-05-20_BIO_G931.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G931.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G921-1	Populus tremula x populus tremuloides	Xylem	28	not available	not available	not available	2013-05-20_BIO_G921-1.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G921-1.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-31_BIO_WT6-1	Populus tremula x populus tremuloides	Xylem	29	not available	not available	not available	2013-05-31_BIO_WT6-1.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT6-1.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G924-2	Populus tremula x populus tremuloides	Xylem	30	not available	not available	not available	2013-05-20_BIO_G924-2.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G924-2.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-31_BIO_WT14-1	Populus tremula x populus tremuloides	Xylem	31	not available	not available	not available	2013-05-31_BIO_WT14-1.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT14-1.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G934	Populus tremula x populus tremuloides	Xylem	32	not available	not available	not available	2013-05-20_BIO_G934.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G934.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G914-1	Populus tremula x populus tremuloides	Xylem	33	not available	not available	not available	2013-05-20_BIO_G914-1.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G914-1.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-31_BIO_WT29	Populus tremula x populus tremuloides	Xylem	34	not available	not available	not available	2013-05-31_BIO_WT29.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT29.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G913-1	Populus tremula x populus tremuloides	Xylem	35	not available	not available	not available	2013-05-20_BIO_G913-1.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G913-1.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G912-2	Populus tremula x populus tremuloides	Xylem	36	not available	not available	not available	2013-05-20_BIO_G912-2.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G912-2.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G925	Populus tremula x populus tremuloides	Xylem	37	not available	not available	not available	2013-05-20_BIO_G925.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G925.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-31_BIO_WT39	Populus tremula x populus tremuloides	Xylem	38	not available	not available	not available	2013-05-31_BIO_WT39.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT39.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G923	Populus tremula x populus tremuloides	Xylem	39	not available	not available	not available	2013-05-20_BIO_G923.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G923.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-31_BIO_WT29-2	Populus tremula x populus tremuloides	Xylem	40	not available	not available	not available	2013-05-31_BIO_WT29-2.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT29-2.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-31_BIO_WT25	Populus tremula x populus tremuloides	Xylem	41	not available	not available	not available	2013-05-31_BIO_WT25.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT25.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G922-1	Populus tremula x populus tremuloides	Xylem	42	not available	not available	not available	2013-05-20_BIO_G922-1.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G922-1.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-31_BIO_WT14	Populus tremula x populus tremuloides	Xylem	43	not available	not available	not available	2013-05-31_BIO_WT14.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT14.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G922	Populus tremula x populus tremuloides	Xylem	44	not available	not available	not available	2013-05-20_BIO_G922.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G922.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-31_BIO_WT39-1	Populus tremula x populus tremuloides	Xylem	45	not available	not available	not available	2013-05-31_BIO_WT39-1.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT39-1.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-31_BIO_WT1	Populus tremula x populus tremuloides	Xylem	46	not available	not available	not available	2013-05-31_BIO_WT1.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-31_BIO_WT1.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G935-2	Populus tremula x populus tremuloides	Xylem	47	not available	not available	not available	2013-05-20_BIO_G935-2.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G935-2.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
PXD008266-2013-05-20_BIO_G914	Populus tremula x populus tremuloides	Xylem	48	not available	not available	not available	2013-05-20_BIO_G914.raw.tgz	proteomic profiling by mass spectrometry	1	2013-05-20_BIO_G914.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Synapt G2 HDMS;AC=MS:1001777	NT=Trypsin;AC=MS:1001251	label free sample	1
