source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[iTRAQ plex]
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	23	1	100524_sarcoidosis_MAP_exp2_fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	24	1	100524_sarcoidosis_MAP_exp2_fr24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	25	1	100524_sarcoidosis_MAP_exp2_fr25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	26	1	100524_sarcoidosis_MAP_exp2_fr26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	27	1	100524_sarcoidosis_MAP_exp2_fr27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	28	1	100524_sarcoidosis_MAP_exp2_fr28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	29	1	100524_sarcoidosis_MAP_exp2_fr29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	30	1	100524_sarcoidosis_MAP_exp2_fr30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	31	1	100524_sarcoidosis_MAP_exp2_fr31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	32	1	100524_sarcoidosis_MAP_exp2_fr32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	33	1	100524_sarcoidosis_MAP_exp2_fr33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	34	1	100524_sarcoidosis_MAP_exp2_fr34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	35	1	100524_sarcoidosis_MAP_exp2_fr35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	36	1	100524_sarcoidosis_MAP_exp2_fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	37	1	100524_sarcoidosis_MAP_exp2_fr37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	38	1	100524_sarcoidosis_MAP_exp2_fr38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	39	1	100524_sarcoidosis_MAP_exp2_fr39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	40	1	100524_sarcoidosis_MAP_exp2_fr40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr41	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	41	1	100524_sarcoidosis_MAP_exp2_fr41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	42	1	100524_sarcoidosis_MAP_exp2_fr42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	43	1	100524_sarcoidosis_MAP_exp2_fr43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr44	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	44	1	100524_sarcoidosis_MAP_exp2_fr44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	45	1	100524_sarcoidosis_MAP_exp2_fr45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr46	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	46	1	100524_sarcoidosis_MAP_exp2_fr46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr47	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	47	1	100524_sarcoidosis_MAP_exp2_fr47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr48	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	48	1	100524_sarcoidosis_MAP_exp2_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr49	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	49	1	100524_sarcoidosis_MAP_exp2_fr49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr50	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	50	1	100524_sarcoidosis_MAP_exp2_fr50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr51	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	51	1	100524_sarcoidosis_MAP_exp2_fr51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr52	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	52	1	100524_sarcoidosis_MAP_exp2_fr52.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	53	1	100524_sarcoidosis_MAP_exp2_fr53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
alveolar macrophage iTRAQ plex 2	Homo sapiens	lung	macrophage	sarcoidosis	2	100524_sarcoidosis_MAP_exp2_fr54	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	54	1	100524_sarcoidosis_MAP_exp2_fr54.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	exp2
