source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]
PXD006487-2014-03-21_800ug_02_8D	Chlamydomonas reinhardtii	Cell suspension culture	14	not available	not available	not available	2014-03-21_800ug_02_8D.raw.tgz	proteomic profiling by mass spectrometry	1	2014-03-21_800ug_02_8D.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD006487-20141014_800_CO2_1	Chlamydomonas reinhardtii	Cell suspension culture	15	not available	not available	not available	20141014_800_CO2_1	proteomic profiling by mass spectrometry	1	20141014_800_CO2_1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD006487-2013-12-11_800ug_C02_19F	Chlamydomonas reinhardtii	Cell suspension culture	16	not available	not available	not available	2013-12-11_800ug_C02_19F.raw.tgz	proteomic profiling by mass spectrometry	1	2013-12-11_800ug_C02_19F.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD006487-2013-12-10_800ug_02_14D	Chlamydomonas reinhardtii	Cell suspension culture	17	not available	not available	not available	2013-12-10_800ug_02_14D.raw.tgz	proteomic profiling by mass spectrometry	1	2013-12-10_800ug_02_14D.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD006487-2014-03-15_800ug_C02_1E	Chlamydomonas reinhardtii	Cell suspension culture	18	not available	not available	not available	2014-03-15_800ug_C02_1E.raw.tgz	proteomic profiling by mass spectrometry	1	2014-03-15_800ug_C02_1E.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD006487-2014-03-21_800ug_C02_7D	Chlamydomonas reinhardtii	Cell suspension culture	19	not available	not available	not available	2014-03-21_800ug_C02_7D.raw.tgz	proteomic profiling by mass spectrometry	1	2014-03-21_800ug_C02_7D.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD006487-2014-03-15_800ug_C02_1F	Chlamydomonas reinhardtii	Cell suspension culture	20	not available	not available	not available	2014-03-15_800ug_C02_1F.raw.tgz	proteomic profiling by mass spectrometry	1	2014-03-15_800ug_C02_1F.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD006487-2013-12-11_800ug_02_20E	Chlamydomonas reinhardtii	Cell suspension culture	21	not available	not available	not available	2013-12-11_800ug_02_20E.raw.tgz	proteomic profiling by mass spectrometry	1	2013-12-11_800ug_02_20E.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD006487-20141014_800_CO2_19	Chlamydomonas reinhardtii	Cell suspension culture	22	not available	not available	not available	20141014_800_CO2_19	proteomic profiling by mass spectrometry	1	20141014_800_CO2_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD006487-20141014_800_O2_5	Chlamydomonas reinhardtii	Cell suspension culture	23	not available	not available	not available	20141014_800_O2_5	proteomic profiling by mass spectrometry	1	20141014_800_O2_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD006487-2013-12-10_800ug_02_14F	Chlamydomonas reinhardtii	Cell suspension culture	24	not available	not available	not available	2013-12-10_800ug_02_14F.raw.tgz	proteomic profiling by mass spectrometry	1	2013-12-10_800ug_02_14F.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD006487-2013-12-10_800ug_C02_13D	Chlamydomonas reinhardtii	Cell suspension culture	25	not available	not available	not available	2013-12-10_800ug_C02_13D.raw.tgz	proteomic profiling by mass spectrometry	1	2013-12-10_800ug_C02_13D.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD006487-2013-12-10_800ug_C02_13E	Chlamydomonas reinhardtii	Cell suspension culture	26	not available	not available	not available	2013-12-10_800ug_C02_13E.raw.tgz	proteomic profiling by mass spectrometry	1	2013-12-10_800ug_C02_13E.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD006487-2014-03-21_800ug_C02_7F	Chlamydomonas reinhardtii	Cell suspension culture	27	not available	not available	not available	2014-03-21_800ug_C02_7F.raw.tgz	proteomic profiling by mass spectrometry	1	2014-03-21_800ug_C02_7F.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD006487-2013-12-11_800ug_C02_19D	Chlamydomonas reinhardtii	Cell suspension culture	28	not available	not available	not available	2013-12-11_800ug_C02_19D.raw.tgz	proteomic profiling by mass spectrometry	1	2013-12-11_800ug_C02_19D.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD006487-2014-03-15_800ug_02_2D	Chlamydomonas reinhardtii	Cell suspension culture	29	not available	not available	not available	2014-03-15_800ug_02_2D.raw.tgz	proteomic profiling by mass spectrometry	1	2014-03-15_800ug_02_2D.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD006487-2013-12-10_800ug_02_14E	Chlamydomonas reinhardtii	Cell suspension culture	30	not available	not available	not available	2013-12-10_800ug_02_14E.raw.tgz	proteomic profiling by mass spectrometry	1	2013-12-10_800ug_02_14E.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD006487-2014-03-21_800ug_C02_7E	Chlamydomonas reinhardtii	Cell suspension culture	31	not available	not available	not available	2014-03-21_800ug_C02_7E.raw.tgz	proteomic profiling by mass spectrometry	1	2014-03-21_800ug_C02_7E.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
