source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]
160303_TMN_HEK293_Fln_EGFP_CALCOCO1_C	Homo sapiens	not available	1	160303_TMN_HEK293_Fln_EGFP_CALCOCO1_C	proteomic profiling by mass spectrometry	1	160303_TMN_HEK293_Fln_EGFP_CALCOCO1_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160303_TMN_HEK293_Fln_EGFP_E	Homo sapiens	not available	1	160303_TMN_HEK293_Fln_EGFP_E	proteomic profiling by mass spectrometry	1	160303_TMN_HEK293_Fln_EGFP_E.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160405_TMN_EGFP_CALCOCO1	Homo sapiens	not available	1	160405_TMN_EGFP_CALCOCO1	proteomic profiling by mass spectrometry	1	160405_TMN_EGFP_CALCOCO1.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160405_TMN_EGFP_Ctr	Homo sapiens	not available	1	160405_TMN_EGFP_Ctr	proteomic profiling by mass spectrometry	1	160405_TMN_EGFP_Ctr.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160411_TMN_HEK293_Fln_EGFP_CALCOCO1_C	Homo sapiens	not available	1	160411_TMN_HEK293_Fln_EGFP_CALCOCO1_C	proteomic profiling by mass spectrometry	1	160411_TMN_HEK293_Fln_EGFP_CALCOCO1_C.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
160411_TMN_HEK293_Fln_EGFP_E	Homo sapiens	not available	1	160411_TMN_HEK293_Fln_EGFP_E	proteomic profiling by mass spectrometry	1	160411_TMN_HEK293_Fln_EGFP_E.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=Trypsin;AC=MS:1001251	label free sample	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
