source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]
PXD005715-2014-01-20_TW_Mem_19	Populus tremula	Wood	14	not available	not available	not available	2014-01-20_TW_Mem_19.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Mem_19.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_13	Populus tremula	Wood	15	not available	not available	not available	2014-01-20_TW_Sol_13.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_13.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_26	Populus tremula	Wood	16	not available	not available	not available	2014-01-20_TW_Sol_26.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_26.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Mem_33	Populus tremula	Wood	17	not available	not available	not available	2014-01-20_TW_Mem_33.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Mem_33.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_32	Populus tremula	Wood	18	not available	not available	not available	2014-01-20_TW_Sol_32.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_32.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Mem_23	Populus tremula	Wood	19	not available	not available	not available	2014-01-20_TW_Mem_23.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Mem_23.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_23	Populus tremula	Wood	20	not available	not available	not available	2014-01-20_TW_Sol_23.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_23.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Mem_09	Populus tremula	Wood	21	not available	not available	not available	2014-01-20_TW_Mem_09.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Mem_09.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_33	Populus tremula	Wood	22	not available	not available	not available	2014-01-20_TW_Sol_33.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_33.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_20	Populus tremula	Wood	23	not available	not available	not available	2014-01-20_TW_Sol_20.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_20.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Mem_28	Populus tremula	Wood	24	not available	not available	not available	2014-01-20_TW_Mem_28.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Mem_28.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Mem_25	Populus tremula	Wood	25	not available	not available	not available	2014-01-20_TW_Mem_25.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Mem_25.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Mem_10	Populus tremula	Wood	26	not available	not available	not available	2014-01-20_TW_Mem_10.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Mem_10.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_17	Populus tremula	Wood	27	not available	not available	not available	2014-01-20_TW_Sol_17.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_17.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Mem_14	Populus tremula	Wood	28	not available	not available	not available	2014-01-20_TW_Mem_14.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Mem_14.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Mem_07	Populus tremula	Wood	29	not available	not available	not available	2014-01-20_TW_Mem_07.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Mem_07.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Mem_31	Populus tremula	Wood	30	not available	not available	not available	2014-01-20_TW_Mem_31.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Mem_31.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Mem_17	Populus tremula	Wood	31	not available	not available	not available	2014-01-20_TW_Mem_17.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Mem_17.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Mem_18	Populus tremula	Wood	32	not available	not available	not available	2014-01-20_TW_Mem_18.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Mem_18.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_05	Populus tremula	Wood	33	not available	not available	not available	2014-01-20_TW_Sol_05.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_05.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_04	Populus tremula	Wood	34	not available	not available	not available	2014-01-20_TW_Sol_04.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_04.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_24	Populus tremula	Wood	35	not available	not available	not available	2014-01-20_TW_Sol_24.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_24.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_31	Populus tremula	Wood	36	not available	not available	not available	2014-01-20_TW_Sol_31.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_31.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_16	Populus tremula	Wood	37	not available	not available	not available	2014-01-20_TW_Sol_16.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_16.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_36	Populus tremula	Wood	38	not available	not available	not available	2014-01-20_TW_Sol_36.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_36.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Mem_35	Populus tremula	Wood	39	not available	not available	not available	2014-01-20_TW_Mem_35.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Mem_35.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_22	Populus tremula	Wood	40	not available	not available	not available	2014-01-20_TW_Sol_22.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_22.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_28	Populus tremula	Wood	41	not available	not available	not available	2014-01-20_TW_Sol_28.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_28.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_21	Populus tremula	Wood	42	not available	not available	not available	2014-01-20_TW_Sol_21.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_21.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_02	Populus tremula	Wood	43	not available	not available	not available	2014-01-20_TW_Sol_02.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_02.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Mem_27	Populus tremula	Wood	44	not available	not available	not available	2014-01-20_TW_Mem_27.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Mem_27.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
