source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]
PXD005715-2014-01-20_TW_Sol_35	Populus tremula	Wood	1	not available	not available	not available	2014-01-20_TW_Sol_35.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_35.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_10	Populus tremula	Wood	2	not available	not available	not available	2014-01-20_TW_Sol_10.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_10.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_01	Populus tremula	Wood	3	not available	not available	not available	2014-01-20_TW_Sol_01.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_01.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Mem_16	Populus tremula	Wood	4	not available	not available	not available	2014-01-20_TW_Mem_16.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Mem_16.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Mem_11	Populus tremula	Wood	5	not available	not available	not available	2014-01-20_TW_Mem_11.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Mem_11.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_14	Populus tremula	Wood	6	not available	not available	not available	2014-01-20_TW_Sol_14.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_14.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_19	Populus tremula	Wood	7	not available	not available	not available	2014-01-20_TW_Sol_19.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_19.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_34	Populus tremula	Wood	8	not available	not available	not available	2014-01-20_TW_Sol_34.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_34.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_11	Populus tremula	Wood	9	not available	not available	not available	2014-01-20_TW_Sol_11.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_11.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Mem_03	Populus tremula	Wood	10	not available	not available	not available	2014-01-20_TW_Mem_03.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Mem_03.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Mem_04	Populus tremula	Wood	11	not available	not available	not available	2014-01-20_TW_Mem_04.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Mem_04.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_27	Populus tremula	Wood	12	not available	not available	not available	2014-01-20_TW_Sol_27.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_27.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
PXD005715-2014-01-20_TW_Sol_09	Populus tremula	Wood	13	not available	not available	not available	2014-01-20_TW_Sol_09.raw.tgz	proteomic profiling by mass spectrometry	1	2014-01-20_TW_Sol_09.raw.tgz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=invertebrates;VV=v1.1.0	manual curation	NT=HDMSE;AC=PRIDE:0000452	NT=Synapt G2 HDMS;AC=MS:1001777	not applicable	label free sample	1
