source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[iTRAQ plex]
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr62	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	62	1	Maria_2010jun30_Melanoma-I_fr62.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr63	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	63	1	Maria_2010jun30_Melanoma-I_fr63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr64	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	64	1	Maria_2010jun30_Melanoma-I_fr64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr65	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	65	1	Maria_2010jun30_Melanoma-I_fr65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr67	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	67	1	Maria_2010jun30_Melanoma-I_fr67.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr71	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	71	1	Maria_2010jun30_Melanoma-I_fr71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr72	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	72	1	Maria_2010jun30_Melanoma-I_fr72.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	2	1	Maria_2010jun30_Melanoma-II_fr02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	4	1	Maria_2010jun30_Melanoma-II_fr04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	7	1	Maria_2010jun30_Melanoma-II_fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	8	1	Maria_2010jun30_Melanoma-II_fr08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	9	1	Maria_2010jun30_Melanoma-II_fr09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	14	1	Maria_2010jun30_Melanoma-II_fr14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	15	1	Maria_2010jun30_Melanoma-II_fr15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	16	1	Maria_2010jun30_Melanoma-II_fr16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	17	1	Maria_2010jun30_Melanoma-II_fr17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	19	1	Maria_2010jun30_Melanoma-II_fr19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20	1	Maria_2010jun30_Melanoma-II_fr20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	21	1	Maria_2010jun30_Melanoma-II_fr21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	22	1	Maria_2010jun30_Melanoma-II_fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr25	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	25	1	Maria_2010jun30_Melanoma-II_fr25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	26	1	Maria_2010jun30_Melanoma-II_fr26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	28	1	Maria_2010jun30_Melanoma-II_fr28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	29	1	Maria_2010jun30_Melanoma-II_fr29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	30	1	Maria_2010jun30_Melanoma-II_fr30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	31	1	Maria_2010jun30_Melanoma-II_fr31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	33	1	Maria_2010jun30_Melanoma-II_fr33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	35	1	Maria_2010jun30_Melanoma-II_fr35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	36	1	Maria_2010jun30_Melanoma-II_fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr38	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	38	1	Maria_2010jun30_Melanoma-II_fr38.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	40	1	Maria_2010jun30_Melanoma-II_fr40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr41	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	41	1	Maria_2010jun30_Melanoma-II_fr41.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	42	1	Maria_2010jun30_Melanoma-II_fr42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	43	1	Maria_2010jun30_Melanoma-II_fr43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	45	1	Maria_2010jun30_Melanoma-II_fr45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr48	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	48	1	Maria_2010jun30_Melanoma-II_fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr49	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	49	1	Maria_2010jun30_Melanoma-II_fr49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr50	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	50	1	Maria_2010jun30_Melanoma-II_fr50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr51	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	51	1	Maria_2010jun30_Melanoma-II_fr51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr52	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	52	1	Maria_2010jun30_Melanoma-II_fr52.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	53	1	Maria_2010jun30_Melanoma-II_fr53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr55	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	55	1	Maria_2010jun30_Melanoma-II_fr55.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr58	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	58	1	Maria_2010jun30_Melanoma-II_fr58.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
